/opt/work/car/2018-car-Phuket/CarDetect_131906952_00549_crop.jpg,รถเก๋ง,บรอนซ์เงิน,Toyota,พื้นขาวอักษรดำ,5กข8636,กรุงเทพมหานคร,,
/opt/work/car/2018-car-Phuket/CarDetect_133601968_00923_crop.jpg,รถบรรทุก,เขียว,Isuzu,พื้นขาวอักษรดำ,810356,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_131414328_00446_crop.jpg,รถเก๋ง,ดำ,Mercedes-benz,พื้นแดง,ก0777,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_170202876_05095_crop.jpg,รถเก๋ง,แดง,Peugeot,พื้นขาวอักษรดำ,ญธ6936,กรุงเทพมหานคร,,
/opt/work/car/2018-car-Phuket/CarDetect_154102928_03472_crop.jpg,รถตู้,ขาว,Toyota,พื้นเหลืองอักษรดำ,306357,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_142333256_01926_crop.jpg,รถกระบะไม่มีหลังคา,บรอนซ์เงิน,Toyota,พื้นขาวอักษรเขียว,บบ4007,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_16503145_04873_crop.jpg,รถกระบะไม่มีหลังคา,ดำ,Toyota,พื้นขาวอักษรดำ,กต3211,ไม่เห็นป้าย,,
/opt/work/car/2018-car-Phuket/CarDetect_171525875_05379_crop.jpg,รถเก๋ง,ขาว,Toyota,พื้นขาวอักษรดำ,กจ1926,พิจิตร,,
/opt/work/car/2018-car-Phuket/CarDetect_165135874_04899_crop.jpg,รถเก๋ง,ขาว,Toyota,พื้นขาวอักษรดำ,กร7721,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_164751442_04811_crop.jpg,รถเก๋งแวน,ดำ,Chevrolet,พื้นขาวอักษรดำ,กพ9145,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_154312984_03512_crop.jpg,รถตู้,บรอนซ์เงิน,Toyota,พื้นขาวอักษรดำ,360056,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_160315602_03912_crop.jpg,รถกระบะไม่มีหลังคา,บรอนซ์เงิน,Mitsubishi,พื้นขาวอักษรเขียว,บน7795,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_155712815_03789_crop.jpg,รถเก๋ง,ขาว,Toyota,พื้นเขียวอักษรสีขาว/ดำ,ณข2600,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_151945709_03053_crop.jpg,รถเก๋งแวน,แดง,Ford,พื้นแดง,ก0914,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_153444125_03344_crop.jpg,รถเก๋ง,บรอนซ์เงิน,Toyota,พื้นขาวอักษรดำ,6กฌ5056,กรุงเทพมหานคร,,
/opt/work/car/2018-car-Phuket/CarDetect_133514801_00903_crop.jpg,รถเก๋ง,ขาว,Mitsubishi,พื้นขาวอักษรดำ,กม4514,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_130548670_00278_crop.jpg,รถกระบะไม่มีหลังคา,บรอนซ์เงิน,Isuzu,พื้นขาวอักษรเขียว,บน432,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_140621361_01546_crop.jpg,รถตู้,ขาว,Toyota,พื้นเหลืองอักษรดำ,309396,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_163156290_04471_crop.jpg,รถเก๋ง,ขาว,Nissan,พื้นขาวอักษรดำ,กก23,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_125339447_00027_crop.jpg,รถตู้,ดำ,Hyundai,พื้นแดง,ก5370,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_150800922_02802_crop.jpg,รถเก๋ง,บรอนซ์เงิน,Toyota,พื้นเขียวอักษรสีขาว/ดำ,ฌข2139,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_170515677_05168_crop.jpg,รถเก๋ง,ขาว,BMW,พื้นขาวอักษรดำ,สส9867,กรุงเทพมหานคร,,
/opt/work/car/2018-car-Phuket/CarDetect_134301408_01065_crop.jpg,รถเก๋ง,ขาว,Honda,พื้นขาวอักษรดำ,กพ4870,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_16104035_04054_crop.jpg,รถเก๋งแวน,บรอนซ์ทอง,Toyota,พื้นเขียวอักษรสีขาว/ดำ,ฌข4236,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_135551550_01331_crop.jpg,รถเก๋ง,น้ำเงิน,Toyota,พื้นขาวอักษรดำ,กฉ9112,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_144807877_02400_crop.jpg,รถตู้,ขาว,Toyota,พื้นเหลืองอักษรดำ,311693,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_150328300_02696_crop.jpg,รถตู้,ขาว,Toyota,พื้นเหลืองอักษรดำ,300240,สตูล,,
/opt/work/car/2018-car-Phuket/CarDetect_161541288_04161_crop.jpg,รถตู้,บรอนซ์เงิน,Toyota,พื้นเหลืองอักษรดำ,305943,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_134537840_01119_crop.jpg,รถบรรทุก,ขาว,Isuzu,พื้นขาวอักษรดำ,807276,สุราษฎร์ธานี,,
/opt/work/car/2018-car-Phuket/CarDetect_133839418_00962_crop.jpg,รถกระบะไม่มีหลังคา,เทา,Toyota,พื้นขาวอักษรเขียว,บบ6302,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_133453987_00894_crop.jpg,รถเก๋งแวน,ดำ,Toyota,พื้นขาวอักษรดำ,2กต4260,กรุงเทพมหานคร,,
/opt/work/car/2018-car-Phuket/CarDetect_140000961_01409_crop.jpg,รถเก๋งแวน,ขาว,Isuzu,พื้นขาวอักษรดำ,กษ5999,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_130738625_00315_crop.jpg,รถเก๋งแวน,เทา,Nissan,พื้นขาวอักษรดำ,กว6808,สุราษฎร์ธานี,,
/opt/work/car/2018-car-Phuket/CarDetect_163329714_04506_crop.jpg,รถเก๋ง,ดำ,Nissan,พื้นขาวอักษรดำ,กม9872,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_151831345_03025_crop.jpg,รถกระบะไม่มีหลังคา,ดำ,Isuzu,ไม่เห็นป้าย,-,ไม่เห็นป้าย,,
/opt/work/car/2018-car-Phuket/CarDetect_160333760_03916_crop.jpg,รถเก๋ง,เทา,Toyota,พื้นขาวอักษรดำ,กค3792,พังงา,,
/opt/work/car/2018-car-Phuket/CarDetect_142739150_02007_crop.jpg,รถเก๋งแวน,บรอนซ์ทอง,Mazda,พื้นขาวอักษรดำ,กว9054,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_133935914_00991_crop.jpg,รถเก๋ง,ขาว,Toyota,พื้นขาวอักษรดำ,กร4766,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_151051470_02863_crop.jpg,รถเก๋ง,ดำ,Toyota,พื้นเขียวอักษรสีขาว/ดำ,ฌข4051,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_151532120_02960_crop.jpg,รถเก๋ง,บรอนซ์เงิน,Chevrolet,พื้นขาวอักษรดำ,กพ1923,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_165825286_05031_crop.jpg,รถเก๋ง,บรอนซ์เงิน,Toyota,พื้นขาวอักษรดำ,กจ1867,พัทลุง,,
/opt/work/car/2018-car-Phuket/CarDetect_140733772_01577_crop.jpg,รถอื่นๆ,อื่นๆ,Toyota,พื้นเหลืองอักษรดำ,ทข118,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_143309189_02144_crop.jpg,รถเก๋ง,ขาว,Honda,พื้นขาวอักษรดำ,กม957,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_171323101_05327_crop.jpg,รถเก๋ง,บรอนซ์ทอง,Toyota,พื้นขาวอักษรดำ,กท9542,ตรัง,,
/opt/work/car/2018-car-Phuket/CarDetect_17043188_05148_crop.jpg,รถเก๋งแวน,ขาว,Isuzu,พื้นเขียวอักษรสีขาว/ดำ,ฌข180,ไม่เห็นป้าย,,
/opt/work/car/2018-car-Phuket/CarDetect_154523369_03553_crop.jpg,ไม่เอา,บรอนซ์เงิน,Toyota,พื้นเหลืองอักษรดำ,305654,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_172530675_05617_crop.jpg,รถกระบะมีหลังคาสูง,ขาว,Unknown,ไม่เห็นป้าย,-,ไม่เห็นป้าย,,
/opt/work/car/2018-car-Phuket/CarDetect_142305174_01911_crop.jpg,รถเก๋ง,ดำ,Toyota,พื้นขาวอักษรดำ,กต6073,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_145501260_02539_crop.jpg,รถกระบะมีหลังคาสูง,น่าจะสีอ่อน,Toyota,ไม่เห็นป้าย,-,ไม่เห็นป้าย,,
/opt/work/car/2018-car-Phuket/CarDetect_142158270_01883_crop.jpg,รถตู้,ขาว,Toyota,พื้นเหลืองอักษรดำ,311738,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_154822326_03608_crop.jpg,รถเก๋ง,บรอนซ์เงิน,Toyota,พื้นเขียวอักษรสีขาว/ดำ,ฌข1666,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_141339833_01702_crop.jpg,รถเก๋ง,ขาว,Honda,พื้นขาวอักษรดำ,ฆอ3751,กรุงเทพมหานคร,,
/opt/work/car/2018-car-Phuket/CarDetect_132719962_00716_crop.jpg,รถตู้,ดำ,Hyundai,พื้นเหลืองอักษรดำ,309159,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_153122772_03277_crop.jpg,รถกระบะไม่มีหลังคา,เขียว, Suzuki,พื้นแดง,ก7528,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_142909345_02043_crop.jpg,รถกระบะมีหลังคาสูง,บรอนซ์ทอง,Toyota,พื้นขาวอักษรเขียว,ผค8100,สุราษฎร์ธานี,,
/opt/work/car/2018-car-Phuket/CarDetect_153315365_03319_crop.jpg,รถเก๋ง,ดำ,Honda,พื้นเขียวอักษรสีขาว/ดำ,ณข1040,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_161946103_04240_crop.jpg,รถกระบะไม่มีหลังคา,ดำ,Isuzu,พื้นขาวอักษรดำ,กม6545,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_164828435_04827_crop.jpg,ไม่เอา,ดำ,Mazda,พื้นขาวอักษรดำ,กร9334,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_16564477_04995_crop.jpg,รถเก๋ง,เทา,Toyota,พื้นเขียวอักษรสีขาว/ดำ,ฌข3289,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_132221103_00603_crop.jpg,รถกระบะไม่มีหลังคา,บรอนซ์ทอง,Toyota,พื้นขาวอักษรเขียว,บน849,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_162819830_04397_crop.jpg,รถเก๋ง,น้ำเงิน,Honda,พื้นขาวอักษรดำ,กง4115,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_163852520_04616_crop.jpg,รถเก๋ง,ขาว,Nissan,พื้นขาวอักษรดำ,ขง6180,สงขลา,,
/opt/work/car/2018-car-Phuket/CarDetect_154945754_03631_crop.jpg,รถกระบะไม่มีหลังคา,ดำ,Isuzu,พื้นขาวอักษรดำ,กฉ8464,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_125700488_00107_crop.jpg,รถเก๋ง,ขาว,Honda,พื้นขาวอักษรดำ,กล4872,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_140039510_01428_crop.jpg,รถเก๋ง,ขาว,Nissan,พื้นขาวอักษรดำ,3กฉ5624,กรุงเทพมหานคร,,
/opt/work/car/2018-car-Phuket/CarDetect_162703882_04366_crop.jpg,รถเก๋ง,ขาว,Mazda,พื้นขาวอักษรดำ,ฆข8803,กรุงเทพมหานคร,,
/opt/work/car/2018-car-Phuket/CarDetect_154702759_03581_crop.jpg,รถตู้,ขาว,Toyota,พื้นเหลืองอักษรดำ,312642,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_133416988_00878_crop.jpg,รถบัส,ขาว,Unknown,พื้นเหลืองอักษรดำ,326300,กรุงเทพมหานคร,,
/opt/work/car/2018-car-Phuket/CarDetect_133535393_00912_crop.jpg,รถเก๋ง,เทา,Toyota,พื้นขาวอักษรดำ,ชง9703,กรุงเทพมหานคร,,
/opt/work/car/2018-car-Phuket/CarDetect_173343112_05806_crop.jpg,รถเก๋ง,ดำ,Mazda,พื้นขาวอักษรดำ,ฏว7994,กรุงเทพมหานคร,,
/opt/work/car/2018-car-Phuket/CarDetect_144949149_02433_crop.jpg,รถกระบะมีหลังคาสูง,บรอนซ์ทอง,Toyota,พื้นขาวอักษรดำ,นข4363,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_151445507_02939_crop.jpg,รถกระบะมีหลังคาสูง,บรอนซ์ทอง,Toyota,พื้นขาวอักษรเขียว,บบ4658,ตรัง,,
/opt/work/car/2018-car-Phuket/CarDetect_164903259_04836_crop.jpg,รถเก๋ง,เทา,Mazda,พื้นขาวอักษรดำ,กอ6180,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_160021236_03847_crop.jpg,รถกระบะไม่มีหลังคา,ขาว,Mazda,พื้นขาวอักษรดำ,กม3218,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_152833829_03222_crop.jpg,รถตู้,ขาว,Toyota,พื้นเหลืองอักษรดำ,307395,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_172040659_05496_crop.jpg,รถเก๋งแวน,บรอนซ์ทอง,Toyota,พื้นขาวอักษรดำ,กบ2985,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_173354290_05809_crop.jpg,รถเก๋ง,บรอนซ์เงิน,Toyota,พื้นขาวอักษรดำ,3กล2821,กรุงเทพมหานคร,,
/opt/work/car/2018-car-Phuket/CarDetect_130113555_00200_crop.jpg,รถเก๋ง,ขาว,Toyota,พื้นขาวอักษรดำ,กบ5393,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_130531433_00273_crop.jpg,รถเก๋ง,บรอนซ์เงิน,Toyota,พื้นขาวอักษรดำ,ฌฮ9242,กรุงเทพมหานคร,,
/opt/work/car/2018-car-Phuket/CarDetect_165713260_05008_crop.jpg,รถตู้,ขาว,Toyota,พื้นเหลืองอักษรดำ,101117,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_144346628_02316_crop.jpg,รถเก๋งแวน,บรอนซ์เงิน,Toyota,พื้นขาวอักษรดำ,กอ7737,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_153141561_03283_crop.jpg,รถกระบะไม่มีหลังคา,ดำ,Isuzu,พื้นขาวอักษรเขียว,บบ6511,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_152216817_03094_crop.jpg,รถเก๋ง,แดง,MG,พื้นขาวอักษรดำ,กร9750,สุราษฎร์ธานี,,
/opt/work/car/2018-car-Phuket/CarDetect_143700391_02198_crop.jpg,รถกระบะไม่มีหลังคา,ดำ,Toyota,พื้นขาวอักษรเขียว,บท1606,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_155451969_03741_crop.jpg,รถเก๋ง,บรอนซ์ทอง,Toyota,พื้นเขียวอักษรสีขาว/ดำ,ฌข1378,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_144348419_02317_crop.jpg,รถเก๋ง,บรอนซ์เงิน,Toyota,พื้นเขียวอักษรสีขาว/ดำ,ฌข3931,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_152322180_03119_crop.jpg,รถเก๋ง,ขาว,Mitsubishi,พื้นขาวอักษรดำ,กม1238,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_145743268_02599_crop.jpg,รถบัส,ขาว,Unknown,พื้นเหลืองอักษรดำ,301155,พังงา,,
/opt/work/car/2018-car-Phuket/CarDetect_170456105_05161_crop.jpg,รถเก๋ง,น่าจะสีอ่อน,Honda,พื้นขาวอักษรดำ,กจ4277,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_163726689_04584_crop.jpg,รถเก๋ง,ดำ,Mitsubishi,พื้นขาวอักษรดำ,ญต7515,กรุงเทพมหานคร,,
/opt/work/car/2018-car-Phuket/CarDetect_131819693_00527_crop.jpg,รถตู้,บรอนซ์เงิน,Toyota,พื้นเหลืองอักษรดำ,311784,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_140429947_01520_crop.jpg,รถเก๋ง,ขาว,Honda,พื้นขาวอักษรดำ,กอ7907,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_150756315_02799_crop.jpg,รถเก๋ง,เหลือง,MG,พื้นขาวอักษรดำ,กษ5391,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_155307571_03710_crop.jpg,รถตู้,บรอนซ์เงิน,Toyota,พื้นเหลืองอักษรดำ,308860,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_130716318_00311_crop.jpg,รถเก๋ง,บรอนซ์เงิน,Toyota,พื้นขาวอักษรดำ,ญพ9418,กรุงเทพมหานคร,,
/opt/work/car/2018-car-Phuket/CarDetect_164749264_04810_crop.jpg,รถเก๋ง,เขียว,Ford,พื้นขาวอักษรดำ,กว6162,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_141050363_01641_crop.jpg,รถบรรทุก,ขาว,Isuzu,พื้นเหลืองอักษรดำ,703874,นครศรีธรรมราช,,
/opt/work/car/2018-car-Phuket/CarDetect_155335967_03719_crop.jpg,รถเก๋ง,ขาว,Honda,พื้นขาวอักษรดำ,กพ9735,สุราษฎร์ธานี,,
/opt/work/car/2018-car-Phuket/CarDetect_142856808_02035_crop.jpg,รถกระบะไม่มีหลังคา,บรอนซ์เงิน,Isuzu,พื้นขาวอักษรดำ,กล7022,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_164218699_04690_crop.jpg,รถเก๋ง,บรอนซ์เงิน,Toyota,พื้นเขียวอักษรสีขาว/ดำ,ณข3070,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_143654387_02197_crop.jpg,รถบรรทุก,ขาว,Mitsubishi,พื้นขาวอักษรดำ,809501,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_142903947_02040_crop.jpg,รถเก๋ง,ขาว,Honda,พื้นขาวอักษรดำ,ฆท5561,กรุงเทพมหานคร,,
/opt/work/car/2018-car-Phuket/CarDetect_160601975_03952_crop.jpg,รถเก๋ง,ขาว,Toyota,พื้นขาวอักษรดำ,กร7988,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_164123327_04667_crop.jpg,รถกระบะไม่มีหลังคา,ขาว,Toyota,พื้นขาวอักษรเขียว,บบ5914,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_165513902_04963_crop.jpg,รถกระบะไม่มีหลังคา,ดำ,Chevrolet,พื้นขาวอักษรเขียว,บน8594,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_171305433_05323_crop.jpg,ไม่เอา,ขาว,Honda,พื้นขาวอักษรดำ,กร1668,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_152347395_03129_crop.jpg,รถเก๋ง,บรอนซ์เงิน,Toyota,พื้นเขียวอักษรสีขาว/ดำ,ฌข4210,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_140209695_01462_crop.jpg,รถตู้,ขาว,Toyota,พื้นขาวอักษรดำ,กน9996,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_133010331_00780_crop.jpg,รถเก๋ง,ขาว,Mercedes-benz,พื้นกราฟิก,กร8338,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_125819901_00136_crop.jpg,รถเก๋ง,บรอนซ์เงิน,Toyota,พื้นขาวอักษรดำ,กน3617,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_131305515_00427_crop.jpg,รถเก๋ง,ขาว,Honda,พื้นขาวอักษรดำ,กว1916,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_163139465_04463_crop.jpg,รถกระบะไม่มีหลังคา,บรอนซ์ทอง,Nissan,พื้นขาวอักษรเขียว,บบ1114,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_152136601_03084_crop.jpg,รถเก๋ง,ดำ,Nissan,พื้นขาวอักษรดำ,ฆท2741,กรุงเทพมหานคร,,
/opt/work/car/2018-car-Phuket/CarDetect_144006809_02262_crop.jpg,รถเก๋งแวน,บรอนซ์ทอง,Toyota,พื้นขาวอักษรดำ,กต8582,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_141819795_01793_crop.jpg,ไม่เอา,ดำ,Subaru,พื้นขาวอักษรดำ,กษ6792,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_130656896_00307_crop.jpg,รถจักรยานยนต์,ขาว,Honda,ไม่เห็นป้าย,-,ไม่เห็นป้าย,,
/opt/work/car/2018-car-Phuket/CarDetect_133425789_00881_crop.jpg,รถเก๋ง,ดำ,Mazda,พื้นแดง,ก4444,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_142734780_02005_crop.jpg,รถกระบะไม่มีหลังคา,เทา,Mitsubishi,พื้นแดง,ก2233,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_151716273_02998_crop.jpg,รถเก๋งแวน,ขาว,Toyota,พื้นแดง,ก7458,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_163017496_04433_crop.jpg,รถเก๋งแวน,ขาว,Honda,พื้นขาวอักษรดำ,กษ2236,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_143128393_02106_crop.jpg,รถตู้,บรอนซ์เงิน,Toyota,พื้นเหลืองอักษรดำ,309926,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_16595190_05053_crop.jpg,รถเก๋ง,ขาว,Mazda,พื้นขาวอักษรดำ,กน4321,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_134615998_01131_crop.jpg,รถกระบะมีหลังคา,ฟ้า,Isuzu,พื้นขาวอักษรเขียว,บท1476,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_141858206_01815_crop.jpg,รถเก๋ง,ดำ,Honda,พื้นขาวอักษรดำ,กฉ1303,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_141753648_01782_crop.jpg,รถกระบะไม่มีหลังคา,ดำ,Mitsubishi,พื้นขาวอักษรดำ,กร1499,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_140951170_01626_crop.jpg,รถกระบะไม่มีหลังคา,เทา,Isuzu,พื้นขาวอักษรดำ,กย133,สงขลา,,
/opt/work/car/2018-car-Phuket/CarDetect_15003869_02643_crop.jpg,รถบรรทุก,ขาว,Isuzu,พื้นเหลืองอักษรดำ,628388,กรุงเทพมหานคร,,
/opt/work/car/2018-car-Phuket/CarDetect_170819903_05227_crop.jpg,รถเก๋ง,บรอนซ์ทอง,Chevrolet,พื้นขาวอักษรดำ,กง3834,สุราษฎร์ธานี,,
/opt/work/car/2018-car-Phuket/CarDetect_151518153_02953_crop.jpg,รถเก๋ง,เหลือง,Nissan,พื้นขาวอักษรดำ,กม5375,นนทบุรี,,
/opt/work/car/2018-car-Phuket/CarDetect_143239596_02126_crop.jpg,รถเก๋ง,น้ำตาล,Nissan,พื้นขาวอักษรดำ,ฆฒ4397,กรุงเทพมหานคร,,
/opt/work/car/2018-car-Phuket/CarDetect_170424682_05145_crop.jpg,ไม่เอา,ดำ,Unknown,ไม่เห็นป้าย,-,ไม่เห็นป้าย,,
/opt/work/car/2018-car-Phuket/CarDetect_131847396_00539_crop.jpg,รถเก๋ง,ฟ้า,Mazda,พื้นขาวอักษรดำ,กต8371,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_161018612_04045_crop.jpg,รถเก๋งแวน,บรอนซ์เงิน,Isuzu,พื้นขาวอักษรดำ,กค9645,พังงา,,
/opt/work/car/2018-car-Phuket/CarDetect_134735660_01157_crop.jpg,รถตู้,บรอนซ์เงิน,Toyota,พื้นเหลืองอักษรดำ,308570,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_164327648_04711_crop.jpg,รถเก๋ง,ดำ,Toyota,พื้นขาวอักษรดำ,กจ1136,ยะลา,,
/opt/work/car/2018-car-Phuket/CarDetect_161516194_04156_crop.jpg,รถกระบะไม่มีหลังคา,บรอนซ์เงิน,Toyota,พื้นขาวอักษรดำ,กค8051,พังงา,,
/opt/work/car/2018-car-Phuket/CarDetect_15165794_02992_crop.jpg,รถกระบะไม่มีหลังคา,ขาว,Toyota,พื้นขาวอักษรดำ,กน2701,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_170452703_05159_crop.jpg,รถเก๋ง,ขาว,Toyota,พื้นขาวอักษรดำ,กอ5237,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_160836372_04002_crop.jpg,รถเก๋ง,บรอนซ์ทอง,Toyota,พื้นเขียวอักษรสีขาว/ดำ,ฌข3949,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_162319290_04312_crop.jpg,รถเก๋งแวน,เทา,Honda,พื้นขาวอักษรดำ,ฌม3073,กรุงเทพมหานคร,,
/opt/work/car/2018-car-Phuket/CarDetect_153904134_03423_crop.jpg,รถกระบะมีหลังคาสูง,ขาว,Isuzu,พื้นขาวอักษรเขียว,บจ8850,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_174339700_06000_crop.jpg,ไม่เอา,บรอนซ์ทอง,Mazda,พื้นขาวอักษรดำ,กค7181,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_130812217_00327_crop.jpg,รถกระบะไม่มีหลังคา,ขาว,Mitsubishi,พื้นแดง,ก1132,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_153306990_03314_crop.jpg,รถเก๋ง,น้ำตาล,Chevrolet,พื้นขาวอักษรดำ,กว2388,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_130820787_00329_crop.jpg,รถเก๋ง,ดำ,Mercedes-benz,พื้นขาวอักษรดำ,กก1,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_150741253_02790_crop.jpg,ไม่เอา,บรอนซ์เงิน,Toyota,พื้นเหลืองอักษรดำ,335378,กรุงเทพมหานคร,,
/opt/work/car/2018-car-Phuket/CarDetect_164651471_04787_crop.jpg,รถบัส,ฟ้า,Unknown,พื้นเหลืองอักษรดำ,307794,กรุงเทพมหานคร,,
/opt/work/car/2018-car-Phuket/CarDetect_140440174_01525_crop.jpg,ไม่เอา,ขาว,Unknown,ไม่เห็นป้าย,-,ไม่เห็นป้าย,,
/opt/work/car/2018-car-Phuket/CarDetect_170027947_05066_crop.jpg,รถเก๋ง,ขาว,Honda,พื้นแดง,ก4023,ภูเก็ต,,
/opt/work/car/2018-car-Phuket/CarDetect_152626966_03171_crop.jpg,รถเก๋ง,เทา,Honda,พื้นเขียวอักษรสีขาว/ดำ,ณข2866,ภูเก็ต,,
